user_id,age,gender,city,salary,experience_years,department,performance_score,joining_year
946,39.0,Male,Ahmedabad,,6.0,Sales,,2015.0
947,38.0,Female,Delhi,100000.0,,HR,4.0,2018.0
948,23.0,Female,Mumbai,,3.0,nan,2.0,2012.0
949,18.0,nan,Bangalore,,12.0,nan,,2010.0
950,22.0,Male,Pune,,12.0,nan,4.0,2010.0
951,58.0,Female,nan,60000.0,9.0,IT,,
952,29.0,Male,Pune,80000.0,,Finance,,2014.0
953,43.0,Male,Delhi,45000.0,,HR,2.0,2022.0
954,,Female,nan,45000.0,,HR,4.0,
955,51.0,Female,Bangalore,115000.0,,HR,5.0,2021.0
956,,nan,Ahmedabad,30000.0,12.0,HR,3.0,
957,31.0,Male,Pune,100000.0,,nan,,
958,43.0,Male,Delhi,75000.0,,HR,5.0,2012.0
959,,Female,Bangalore,,3.0,Finance,2.0,2021.0
960,44.0,Female,Bangalore,20000.0,0.0,nan,3.0,2014.0
961,26.0,Male,Bangalore,100000.0,0.0,HR,,2011.0
962,43.0,Male,Bangalore,30000.0,14.0,IT,,2016.0
963,,Male,nan,145000.0,12.0,Sales,2.0,2022.0
964,39.0,Female,Bangalore,90000.0,,Sales,,2024.0
965,,Male,Pune,,,Sales,4.0,2012.0
966,47.0,Male,Delhi,,7.0,nan,,
967,,Male,nan,,,HR,2.0,2014.0
968,,Male,Bangalore,35000.0,12.0,nan,,2017.0
969,34.0,Male,Mumbai,105000.0,,Finance,4.0,2010.0
970,43.0,Female,Mumbai,110000.0,13.0,IT,5.0,2017.0
971,53.0,Male,Delhi,,7.0,IT,2.0,
972,18.0,Female,Ahmedabad,,7.0,Sales,,
973,25.0,Male,Ahmedabad,,14.0,Sales,1.0,
974,,Female,nan,85000.0,12.0,Sales,,
975,52.0,Female,nan,,6.0,HR,,
976,,Female,nan,85000.0,4.0,Finance,1.0,2021.0
977,32.0,Female,Ahmedabad,,,Finance,,2022.0
978,,Male,Mumbai,35000.0,,Finance,3.0,2022.0
979,39.0,Male,Ahmedabad,135000.0,,Finance,,2019.0
980,31.0,Female,Pune,,,Sales,,2016.0
981,43.0,nan,Bangalore,110000.0,1.0,IT,,2023.0
982,45.0,Female,nan,45000.0,,Sales,,
983,40.0,Female,Mumbai,,,Finance,1.0,2024.0
984,31.0,Female,Delhi,,,Sales,,2021.0
985,41.0,Female,Delhi,110000.0,6.0,Finance,,2018.0
986,19.0,Male,Bangalore,20000.0,12.0,nan,,2017.0
987,,Female,Mumbai,40000.0,,IT,4.0,
988,43.0,nan,Ahmedabad,,13.0,nan,1.0,
989,31.0,Male,Ahmedabad,95000.0,,HR,,2022.0
990,,Female,Pune,45000.0,12.0,Sales,4.0,
991,24.0,Male,Pune,,10.0,HR,,2024.0
992,20.0,Female,Ahmedabad,80000.0,,Sales,,2013.0
993,,Male,Delhi,,,nan,2.0,
994,40.0,Female,nan,110000.0,,Finance,1.0,2014.0
995,,Female,Delhi,75000.0,,Finance,,
996,,Male,Pune,95000.0,,Sales,,2018.0
997,,Female,Bangalore,,7.0,Finance,,2019.0
998,,Female,Ahmedabad,65000.0,,nan,,
999,35.0,Other,Pune,140000.0,,Finance,3.0,
1000,55.0,Male,Pune,115000.0,14.0,nan,2.0,
