id,age,salary,experience_years,department,city,performance_score,bonus,working_hours,satisfaction_level
734,55.0,87957.0,19.0,HR,Mumbai,4.59,143.0,47,0.51
735,23.0,125423.0,17.0,Finance,Bangalore,4.24,10681.0,45,0.99
736,61.0,78053.0,28.0,Finance,Ahmedabad,3.33,7367.0,54,0.27
737,62.0,90855.0,5.0,Finance,Bangalore,3.92,3228.0,41,0.83
738,49.0,,31.0,HR,Ahmedabad,2.46,4582.0,36,0.43
739,62.0,75761.0,28.0,Finance,Ahmedabad,3.56,13147.0,36,0.65
740,64.0,82552.0,,Sales,Pune,2.86,11397.0,46,0.73
741,38.0,,22.0,IT,Ahmedabad,1.76,38799.0,42,0.63
742,33.0,,18.0,Sales,Ahmedabad,3.81,37011.0,40,0.14
743,38.0,146522.0,30.0,Sales,Delhi,3.23,13647.0,35,0.44
744,28.0,138681.0,4.0,IT,Bangalore,2.43,27718.0,58,0.56
745,54.0,110600.0,18.0,Sales,Delhi,,44264.0,52,0.85
746,53.0,142732.0,33.0,HR,Ahmedabad,1.08,42317.0,56,0.44
747,52.0,132153.0,9.0,IT,Pune,2.26,47914.0,43,0.92
748,36.0,142926.0,,Sales,Delhi,1.23,19097.0,35,0.44
749,37.0,47935.0,1.0,Marketing,Delhi,4.07,36953.0,35,0.55
750,35.0,57641.0,10.0,Sales,Mumbai,3.81,45254.0,31,0.8
751,64.0,49711.0,30.0,HR,Ahmedabad,2.33,,51,0.58
752,58.0,90342.0,14.0,Finance,Pune,3.7,49452.0,49,0.96
753,66.0,,8.0,Sales,Delhi,2.58,,54,0.66
754,31.0,32182.0,,Finance,Delhi,4.03,3010.0,44,0.52
755,32.0,107833.0,,Marketing,Pune,2.82,,57,0.02
756,48.0,76276.0,8.0,Sales,Ahmedabad,2.65,,46,0.41
757,18.0,39541.0,34.0,IT,Mumbai,4.74,28412.0,58,0.3
758,20.0,114457.0,20.0,Finance,Delhi,2.0,44953.0,37,0.75
759,33.0,102310.0,8.0,Marketing,Mumbai,1.48,34305.0,34,0.21
760,,64813.0,27.0,IT,Bangalore,3.34,49549.0,46,0.21
761,28.0,57198.0,6.0,IT,Ahmedabad,4.88,11549.0,49,0.19
762,29.0,28820.0,15.0,IT,Bangalore,,5680.0,30,0.13
763,27.0,,15.0,IT,Bangalore,1.25,25739.0,51,0.31
764,49.0,,32.0,Sales,Bangalore,2.36,21209.0,47,0.89
765,33.0,31122.0,3.0,Sales,Ahmedabad,3.02,41515.0,44,0.77
766,25.0,100559.0,3.0,Sales,Ahmedabad,1.65,22432.0,34,0.74
767,55.0,93543.0,38.0,Marketing,Pune,3.63,15116.0,36,0.8
768,29.0,103441.0,39.0,Marketing,Mumbai,,20045.0,47,0.27
769,41.0,61786.0,16.0,Marketing,Mumbai,2.81,26327.0,35,0.89
770,45.0,114934.0,,HR,Pune,2.42,,51,0.14
771,25.0,119804.0,38.0,Marketing,Pune,2.6,,50,0.34
772,45.0,26737.0,,Sales,Bangalore,1.46,26905.0,34,0.59
773,53.0,56062.0,35.0,Sales,Pune,4.53,7067.0,59,0.1
774,43.0,74237.0,37.0,HR,Delhi,2.66,32559.0,48,0.73
775,25.0,,38.0,HR,Mumbai,,42919.0,39,0.39
776,67.0,45510.0,36.0,Marketing,Pune,3.64,17985.0,44,0.78
777,45.0,39426.0,34.0,Finance,Delhi,2.77,27369.0,39,0.49
778,45.0,57265.0,6.0,HR,Delhi,3.59,17864.0,56,0.18
779,,37850.0,26.0,IT,Delhi,1.25,22614.0,45,0.73
780,58.0,138249.0,27.0,Sales,Delhi,4.25,47894.0,41,0.25
781,53.0,86150.0,21.0,IT,Bangalore,4.76,15613.0,47,0.49
782,44.0,107312.0,13.0,Sales,Delhi,3.6,6447.0,52,0.08
783,34.0,109613.0,6.0,Sales,Bangalore,,5499.0,30,0.62
784,26.0,94910.0,36.0,HR,Bangalore,1.61,,45,0.67
785,50.0,72375.0,,HR,Delhi,,31315.0,51,0.38
786,37.0,141826.0,4.0,IT,Mumbai,,1299.0,35,0.95
787,30.0,55435.0,1.0,Sales,Delhi,3.33,,32,0.87
788,45.0,116443.0,26.0,IT,Delhi,2.61,4994.0,31,0.71
789,,77132.0,20.0,Finance,Delhi,2.35,29878.0,57,0.71
790,46.0,98945.0,37.0,IT,Mumbai,1.51,15627.0,31,0.25
791,30.0,102050.0,14.0,Marketing,Ahmedabad,2.57,7489.0,59,0.66
792,63.0,149828.0,20.0,IT,Ahmedabad,1.65,26111.0,42,0.2
793,52.0,115402.0,9.0,Marketing,Bangalore,3.94,32355.0,38,0.14
794,23.0,22983.0,22.0,Marketing,Bangalore,1.84,8269.0,45,1.0
795,35.0,117241.0,38.0,Marketing,Mumbai,1.23,2831.0,56,0.62
796,,40662.0,4.0,Finance,Pune,3.21,44370.0,34,0.43
797,22.0,43510.0,0.0,IT,Ahmedabad,3.38,,52,0.29
798,64.0,98187.0,12.0,IT,Bangalore,4.49,24813.0,57,0.6
799,42.0,60998.0,,Finance,Ahmedabad,3.31,21637.0,50,0.05
800,19.0,76846.0,25.0,Sales,Mumbai,2.38,1996.0,36,0.09
801,27.0,114071.0,20.0,HR,Mumbai,4.21,44387.0,42,0.03
802,47.0,26640.0,17.0,IT,Pune,3.16,49429.0,49,0.5
803,67.0,64547.0,36.0,HR,Pune,1.32,3089.0,53,0.6
804,62.0,74620.0,31.0,Finance,Mumbai,3.26,33291.0,58,0.06
805,22.0,35317.0,35.0,Sales,Bangalore,4.63,20659.0,56,0.72
806,50.0,135608.0,16.0,Sales,Ahmedabad,2.59,45178.0,59,0.23
807,18.0,27564.0,34.0,Sales,Delhi,2.19,30429.0,55,0.69
808,35.0,47345.0,10.0,Finance,Pune,1.57,15732.0,42,0.98
809,49.0,,20.0,Marketing,Delhi,1.61,19506.0,56,0.69
810,64.0,114223.0,,Marketing,Bangalore,2.73,40935.0,55,0.88
811,66.0,,3.0,HR,Pune,3.38,5190.0,36,0.95
812,28.0,99273.0,33.0,Marketing,Delhi,1.32,4575.0,39,0.49
813,38.0,94859.0,17.0,Marketing,Bangalore,4.76,40495.0,44,0.7
814,43.0,100765.0,39.0,Sales,Ahmedabad,4.02,48146.0,50,0.85
815,,130017.0,34.0,Sales,Bangalore,3.35,34565.0,56,0.36
816,39.0,,28.0,HR,Pune,4.31,34899.0,35,0.26
817,44.0,143618.0,28.0,IT,Mumbai,,23706.0,34,0.95
818,66.0,72393.0,37.0,HR,Ahmedabad,2.91,47668.0,52,0.73
819,30.0,86081.0,20.0,HR,Delhi,,22884.0,57,0.22
820,50.0,145341.0,12.0,Finance,Pune,4.31,,31,0.45
821,51.0,122650.0,16.0,Finance,Mumbai,4.13,44100.0,50,0.8
822,58.0,49430.0,8.0,HR,Bangalore,2.11,,44,0.55
823,52.0,95532.0,0.0,HR,Mumbai,4.76,49294.0,55,0.65
824,18.0,47788.0,,HR,Pune,,12479.0,45,0.75
825,38.0,115505.0,28.0,Marketing,Pune,4.5,34178.0,48,0.62
826,65.0,68543.0,32.0,Finance,Mumbai,4.88,12665.0,38,0.54
827,23.0,33919.0,9.0,HR,Bangalore,1.71,,58,0.75
828,45.0,89346.0,39.0,Sales,Mumbai,3.89,26292.0,51,0.73
829,34.0,116122.0,20.0,Sales,Pune,1.16,36132.0,58,0.63
830,22.0,59974.0,27.0,Marketing,Pune,,36110.0,55,0.36
831,48.0,127309.0,10.0,Marketing,Delhi,3.07,,48,0.41
832,22.0,36371.0,33.0,IT,Delhi,,46233.0,36,0.97
833,,65084.0,7.0,IT,Ahmedabad,,37268.0,33,0.11
834,20.0,49629.0,21.0,IT,Pune,3.69,1172.0,59,0.27
835,40.0,71184.0,7.0,Marketing,Delhi,2.93,27914.0,32,0.49
836,54.0,81916.0,14.0,Marketing,Mumbai,4.24,,53,0.84
837,54.0,147293.0,16.0,Marketing,Bangalore,4.8,40775.0,58,0.16
838,27.0,93972.0,22.0,Sales,Mumbai,1.09,34409.0,49,0.28
839,27.0,82187.0,23.0,Marketing,Bangalore,4.93,49623.0,40,0.07
840,36.0,32984.0,18.0,Sales,Delhi,1.34,19324.0,30,0.71
841,34.0,53039.0,4.0,IT,Ahmedabad,4.26,8738.0,35,0.24
842,38.0,,31.0,IT,Mumbai,2.12,37494.0,55,0.39
843,31.0,103691.0,0.0,IT,Mumbai,1.53,44557.0,40,0.44
844,26.0,78606.0,22.0,HR,Mumbai,2.76,24054.0,56,0.89
845,63.0,30616.0,36.0,HR,Bangalore,3.58,29709.0,30,0.41
846,18.0,122665.0,7.0,Finance,Delhi,2.52,43785.0,50,0.15
847,68.0,125373.0,12.0,Finance,Mumbai,1.22,,36,0.52
848,62.0,70072.0,7.0,Finance,Mumbai,3.4,363.0,35,0.96
849,30.0,44574.0,22.0,HR,Ahmedabad,4.61,10358.0,43,0.61
850,21.0,23430.0,0.0,HR,Ahmedabad,2.53,36077.0,31,0.98
851,,,,Finance,Delhi,,49697.0,56,0.84
852,66.0,,34.0,Finance,Delhi,2.77,3240.0,33,0.04
853,,30816.0,23.0,Marketing,Pune,1.19,6665.0,40,0.66
854,49.0,52733.0,16.0,Finance,Ahmedabad,4.28,45689.0,44,0.29
855,51.0,105680.0,4.0,Marketing,Pune,4.31,1936.0,47,0.56
856,45.0,22050.0,19.0,Sales,Bangalore,3.35,46736.0,56,0.28
857,48.0,129996.0,20.0,HR,Pune,2.41,,30,0.35
858,25.0,53933.0,39.0,Finance,Mumbai,4.2,43965.0,32,0.92
859,56.0,44951.0,,HR,Pune,3.22,11998.0,32,0.21
860,43.0,52413.0,35.0,HR,Delhi,4.3,882.0,57,0.87
861,51.0,54801.0,10.0,HR,Bangalore,3.53,20224.0,36,0.03
862,20.0,75619.0,14.0,Sales,Mumbai,4.14,39691.0,30,0.09
863,67.0,52913.0,,IT,Pune,3.39,,54,0.85
864,29.0,132573.0,6.0,Finance,Bangalore,2.66,30825.0,40,0.63
865,18.0,139076.0,27.0,IT,Bangalore,4.83,5204.0,35,0.75
866,61.0,60600.0,4.0,IT,Mumbai,,28885.0,49,0.21
867,22.0,77775.0,4.0,IT,Pune,3.42,40056.0,32,0.54
868,47.0,110816.0,29.0,HR,Bangalore,1.88,3203.0,48,0.74
869,47.0,149972.0,31.0,Marketing,Bangalore,3.5,2244.0,31,0.63
870,34.0,110093.0,7.0,HR,Ahmedabad,3.29,32786.0,47,0.47
871,65.0,132590.0,9.0,HR,Bangalore,1.74,49793.0,59,0.96
872,64.0,55400.0,37.0,IT,Ahmedabad,1.24,3083.0,41,0.68
873,,24494.0,31.0,HR,Pune,3.42,,58,0.91
874,32.0,100688.0,27.0,IT,Pune,4.05,8521.0,39,0.73
875,,142744.0,16.0,Marketing,Pune,,33541.0,34,0.74
876,38.0,,30.0,Finance,Delhi,1.91,29063.0,38,0.08
877,,94691.0,7.0,IT,Pune,,4732.0,31,0.36
878,19.0,117419.0,,Marketing,Bangalore,1.32,27518.0,31,0.86
879,28.0,128730.0,24.0,Finance,Mumbai,2.77,39563.0,57,0.23
880,68.0,63001.0,8.0,Sales,Ahmedabad,1.65,39752.0,35,0.12
881,56.0,87364.0,1.0,IT,Delhi,1.74,29697.0,58,0.33
882,55.0,144988.0,14.0,IT,Pune,1.81,,39,0.22
883,51.0,,2.0,Sales,Pune,2.55,16121.0,47,0.93
884,55.0,127434.0,35.0,Sales,Mumbai,1.2,1674.0,41,0.87
885,67.0,117659.0,3.0,IT,Mumbai,2.59,10875.0,33,0.5
886,51.0,57573.0,,Sales,Delhi,3.05,,51,0.06
887,35.0,20806.0,24.0,HR,Ahmedabad,2.93,739.0,50,0.71
888,47.0,144343.0,9.0,Finance,Pune,2.53,1545.0,46,0.62
889,,76638.0,20.0,Finance,Delhi,4.36,29140.0,44,0.97
890,44.0,148301.0,35.0,Finance,Bangalore,1.58,,35,0.56
891,68.0,146295.0,11.0,HR,Bangalore,3.02,5127.0,45,0.34
892,51.0,126506.0,26.0,Sales,Delhi,1.25,23331.0,46,0.52
893,69.0,49757.0,39.0,Marketing,Pune,1.28,23004.0,32,0.98
894,55.0,54636.0,,Sales,Delhi,3.3,41833.0,39,0.7
895,50.0,,12.0,IT,Pune,3.26,10492.0,34,0.67
896,41.0,68280.0,,Finance,Mumbai,4.51,13749.0,43,0.24
897,32.0,44262.0,30.0,Sales,Delhi,3.23,23508.0,55,0.74
898,47.0,100435.0,,Marketing,Pune,4.84,9045.0,58,0.75
899,,82211.0,31.0,IT,Delhi,1.19,20116.0,50,0.32
900,,74842.0,31.0,HR,Delhi,1.39,18667.0,42,0.48
901,34.0,148583.0,33.0,HR,Pune,1.18,9521.0,55,0.29
902,22.0,76979.0,10.0,Marketing,Pune,1.74,8669.0,35,0.26
903,,,9.0,IT,Ahmedabad,3.17,27302.0,41,0.03
904,21.0,101470.0,14.0,Finance,Delhi,3.58,11283.0,55,0.29
905,27.0,58197.0,16.0,Sales,Bangalore,1.18,30935.0,37,0.55
906,34.0,61844.0,39.0,IT,Delhi,,6998.0,34,0.0
907,27.0,84754.0,17.0,HR,Delhi,4.37,28806.0,59,0.28
908,34.0,,,Marketing,Pune,2.19,31624.0,44,0.88
909,37.0,,24.0,Marketing,Delhi,1.31,13440.0,56,0.59
910,41.0,97129.0,,Sales,Delhi,1.68,,45,0.61
911,22.0,,,Marketing,Bangalore,1.51,46501.0,30,0.4
912,51.0,81665.0,24.0,Marketing,Pune,1.49,21797.0,45,0.68
913,23.0,135512.0,21.0,IT,Delhi,3.07,1269.0,34,0.19
914,19.0,136953.0,29.0,Finance,Mumbai,1.98,7868.0,32,0.82
915,30.0,102856.0,19.0,Sales,Ahmedabad,2.43,30251.0,49,0.12
916,60.0,47376.0,20.0,IT,Bangalore,4.96,12373.0,44,0.66
917,60.0,129049.0,31.0,Finance,Delhi,3.74,18987.0,42,0.34
918,65.0,75554.0,20.0,IT,Mumbai,4.8,38729.0,53,0.75
919,28.0,34199.0,34.0,IT,Delhi,1.57,15734.0,45,0.55
920,68.0,138533.0,31.0,Marketing,Delhi,2.53,,52,0.45
921,64.0,101412.0,29.0,Finance,Pune,3.22,41337.0,40,0.17
922,40.0,70948.0,38.0,Sales,Pune,1.31,40325.0,50,0.64
923,33.0,93781.0,11.0,Sales,Pune,1.02,18064.0,31,0.97
924,48.0,92750.0,17.0,Finance,Mumbai,,8433.0,51,0.83
925,,86262.0,20.0,Marketing,Delhi,3.57,48421.0,56,0.06
926,33.0,137424.0,12.0,HR,Ahmedabad,2.64,,35,0.38
927,25.0,66600.0,20.0,IT,Bangalore,,38450.0,55,0.93
928,21.0,96898.0,7.0,Marketing,Pune,,48247.0,55,0.5
929,57.0,82483.0,39.0,Finance,Pune,1.1,15047.0,59,0.66
930,21.0,,6.0,IT,Delhi,2.34,8084.0,56,0.91
931,42.0,50448.0,22.0,Sales,Delhi,1.71,21751.0,35,0.87
932,20.0,46172.0,31.0,HR,Mumbai,,16453.0,43,0.5
933,49.0,62874.0,10.0,Sales,Mumbai,4.83,20308.0,54,0.44
934,20.0,27657.0,21.0,Finance,Pune,3.4,38968.0,40,0.34
935,44.0,104386.0,21.0,IT,Delhi,3.91,30077.0,37,0.72
936,46.0,,,Finance,Ahmedabad,2.26,43046.0,37,0.29
937,49.0,45425.0,21.0,IT,Bangalore,,34775.0,30,0.25
938,67.0,46685.0,27.0,Marketing,Delhi,1.95,48570.0,50,0.36
939,68.0,142000.0,28.0,HR,Delhi,1.39,46097.0,36,0.18
940,36.0,132855.0,12.0,Marketing,Mumbai,1.72,24503.0,35,0.7
941,38.0,44578.0,17.0,Marketing,Bangalore,4.19,2779.0,50,0.62
942,,48831.0,1.0,Finance,Pune,3.71,,37,0.48
943,,27906.0,28.0,HR,Delhi,3.19,755.0,48,0.39
944,45.0,81413.0,20.0,IT,Pune,2.9,39263.0,51,0.91
945,59.0,74028.0,14.0,IT,Delhi,4.69,42955.0,50,0.03
946,39.0,,26.0,Sales,Pune,1.29,42281.0,53,0.77
947,38.0,53660.0,30.0,IT,Bangalore,2.12,17400.0,49,0.9
948,23.0,95758.0,14.0,Finance,Mumbai,2.4,40115.0,37,0.45
949,18.0,80504.0,22.0,Marketing,Bangalore,4.13,,55,0.55
950,,79720.0,23.0,Marketing,Ahmedabad,4.97,47647.0,43,0.94
951,58.0,122979.0,12.0,Marketing,Mumbai,1.96,46825.0,47,0.21
952,29.0,54701.0,21.0,HR,Bangalore,4.5,44825.0,54,0.52
953,43.0,103300.0,36.0,IT,Ahmedabad,4.32,24600.0,58,0.47
954,63.0,130177.0,32.0,Finance,Delhi,1.9,37706.0,45,0.26
955,51.0,37674.0,2.0,HR,Delhi,2.6,,38,0.82
956,66.0,103560.0,18.0,Sales,Pune,2.64,33505.0,44,0.9
957,,131543.0,22.0,Finance,Mumbai,,38968.0,59,0.78
958,43.0,43874.0,28.0,Finance,Delhi,1.72,41139.0,55,0.2
959,62.0,63642.0,29.0,Finance,Mumbai,4.2,,39,0.09
960,44.0,143867.0,38.0,Marketing,Delhi,2.34,41302.0,58,0.61
961,26.0,117820.0,24.0,Finance,Pune,3.92,29148.0,51,0.06
962,43.0,85160.0,36.0,IT,Bangalore,2.68,22302.0,45,0.67
963,64.0,37602.0,7.0,Finance,Pune,3.31,2623.0,33,0.53
964,39.0,123320.0,15.0,Marketing,Ahmedabad,4.33,,49,0.66
965,64.0,108801.0,7.0,Finance,Delhi,4.22,13543.0,42,0.59
966,47.0,45931.0,0.0,Sales,Ahmedabad,4.47,28960.0,51,0.42
967,,114377.0,4.0,Sales,Ahmedabad,1.24,22785.0,34,0.2
968,65.0,,2.0,Marketing,Mumbai,3.77,12817.0,51,0.31
969,34.0,,0.0,IT,Delhi,1.56,31406.0,36,0.52
970,43.0,,3.0,IT,Ahmedabad,2.66,23456.0,52,0.65
971,,62520.0,39.0,HR,Bangalore,3.19,23777.0,38,0.78
972,18.0,84772.0,34.0,Marketing,Ahmedabad,2.61,20914.0,37,0.77
973,25.0,78762.0,,Finance,Bangalore,3.08,,58,0.97
974,66.0,70106.0,33.0,Marketing,Mumbai,,23548.0,45,0.29
975,52.0,101121.0,24.0,HR,Ahmedabad,1.54,37265.0,35,0.07
976,69.0,45559.0,9.0,Marketing,Pune,3.7,40701.0,57,0.35
977,32.0,125595.0,20.0,Marketing,Mumbai,2.58,6727.0,45,0.74
978,,53742.0,38.0,HR,Bangalore,1.53,,35,0.44
979,39.0,89669.0,26.0,IT,Mumbai,1.63,32427.0,43,0.82
980,31.0,100199.0,26.0,Finance,Ahmedabad,,16692.0,50,0.55
981,43.0,41754.0,1.0,HR,Delhi,4.52,31625.0,30,0.93
982,45.0,23972.0,12.0,Sales,Delhi,4.63,24918.0,54,0.95
983,40.0,90831.0,8.0,IT,Bangalore,4.97,41395.0,38,0.07
984,31.0,132217.0,35.0,Sales,Bangalore,1.83,41136.0,54,0.46
985,41.0,61873.0,21.0,IT,Delhi,2.42,49290.0,56,0.61
986,19.0,114661.0,25.0,Finance,Bangalore,3.68,,53,0.26
987,62.0,126532.0,11.0,Finance,Mumbai,2.94,,42,0.41
988,43.0,146267.0,16.0,Marketing,Pune,2.67,19619.0,55,0.68
989,31.0,29903.0,13.0,Sales,Pune,2.43,,58,0.23
990,68.0,,13.0,IT,Mumbai,3.38,33710.0,48,0.6
991,24.0,,33.0,Finance,Pune,3.3,37388.0,46,0.7
992,20.0,105956.0,19.0,HR,Ahmedabad,1.65,16195.0,40,0.09
993,64.0,106988.0,10.0,Finance,Mumbai,2.89,27689.0,57,0.5
994,40.0,65648.0,15.0,HR,Bangalore,3.21,11154.0,57,0.26
995,63.0,123537.0,30.0,IT,Mumbai,3.28,39121.0,37,0.72
996,60.0,145991.0,5.0,Finance,Delhi,1.84,29412.0,52,0.19
997,,29516.0,18.0,Finance,Bangalore,3.97,21341.0,58,0.89
998,62.0,132863.0,36.0,IT,Delhi,1.1,32018.0,34,0.43
999,35.0,135005.0,3.0,Finance,Bangalore,2.42,9145.0,39,0.2
1000,55.0,22396.0,3.0,HR,Pune,4.12,42262.0,36,0.44
