,id,age,salary,experience_years,department,city,performance_score,bonus,working_hours,satisfaction_level,salary_bonus,city_deparment,salary_category
487,488,,134684.0,33.0,IT,Ahmedabad,2.5,46040.0,48,0.53,13468.4,Ahmedabad-IT,High
488,489,26.0,94055.0,13.0,IT,Mumbai,3.2,1230.0,42,0.47,9405.5,Mumbai-IT,Medium
489,490,29.0,76373.0,3.0,Marketing,Pune,1.2,17517.0,41,0.98,7637.3,Pune-Marketing,Medium
490,491,18.0,51480.0,26.0,IT,Delhi,2.7,23991.0,49,0.74,5148.0,Delhi-IT,Medium
491,492,18.0,105230.0,28.0,IT,Delhi,4.33,1301.0,30,0.12,10523.0,Delhi-IT,High
492,493,,88836.0,27.0,IT,Pune,4.22,28610.0,50,0.76,8883.6,Pune-IT,Medium
493,494,,92258.0,34.0,Marketing,Delhi,1.9,15927.0,46,0.1,9225.8,Delhi-Marketing,Medium
494,495,49.0,59986.0,7.0,Sales,Bangalore,1.9,34678.0,42,0.03,5998.6,Bangalore-Sales,Medium
495,496,65.0,44160.0,15.0,Sales,Mumbai,4.27,24466.0,30,0.4,4416.0,Mumbai-Sales,Low
496,497,42.0,105595.0,35.0,IT,Ahmedabad,4.72,14904.0,39,0.99,10559.5,Ahmedabad-IT,High
497,498,57.0,121358.0,29.0,Marketing,Pune,1.38,,44,0.17,12135.8,Pune-Marketing,High
498,499,62.0,99111.0,17.0,Sales,Bangalore,,26081.0,56,0.67,9911.1,Bangalore-Sales,Medium
499,500,,84929.0,1.0,Sales,Ahmedabad,2.35,,56,0.17,8492.9,Ahmedabad-Sales,Medium
500,501,33.0,93506.0,12.0,Sales,Ahmedabad,4.48,27761.0,59,0.72,9350.6,Ahmedabad-Sales,Medium
501,502,56.0,54911.0,3.0,Marketing,Pune,1.33,18300.0,36,0.51,5491.1,Pune-Marketing,Medium
502,503,22.0,107127.0,25.0,Marketing,Bangalore,1.84,29491.0,57,0.68,10712.7,Bangalore-Marketing,High
503,504,39.0,51821.0,24.0,IT,Ahmedabad,4.01,35525.0,51,0.2,5182.1,Ahmedabad-IT,Medium
504,505,46.0,95039.0,29.0,Finance,Ahmedabad,1.21,26532.0,47,0.75,9503.9,Ahmedabad-Finance,Medium
505,506,20.0,80535.0,10.0,Sales,Bangalore,2.97,6464.0,45,1.0,8053.5,Bangalore-Sales,Medium
506,507,,133453.0,6.0,Finance,Delhi,2.77,,43,0.67,13345.3,Delhi-Finance,High
507,508,43.0,104458.0,30.0,Marketing,Ahmedabad,2.34,41856.0,56,0.49,10445.8,Ahmedabad-Marketing,High
508,509,33.0,32175.0,9.0,Marketing,Mumbai,2.58,47892.0,57,0.92,3217.5,Mumbai-Marketing,Low
509,510,68.0,139235.0,38.0,Marketing,Bangalore,3.12,47028.0,47,0.02,13923.5,Bangalore-Marketing,High
510,511,54.0,74771.0,12.0,Finance,Ahmedabad,1.65,42511.0,56,0.73,7477.1,Ahmedabad-Finance,Medium
511,512,39.0,126660.0,30.0,Marketing,Pune,3.29,8683.0,36,0.89,12666.0,Pune-Marketing,High
512,513,46.0,147157.0,6.0,IT,Mumbai,,32634.0,46,0.06,14715.7,Mumbai-IT,High
513,514,31.0,141300.0,,Marketing,Ahmedabad,4.04,60.0,58,0.45,14130.0,Ahmedabad-Marketing,High
514,515,,106925.0,19.0,HR,Mumbai,1.62,9269.0,47,0.2,10692.5,Mumbai-HR,High
515,516,22.0,,3.0,Finance,Mumbai,1.6,23065.0,41,0.57,,Mumbai-Finance,
516,517,64.0,86358.0,6.0,HR,Delhi,2.07,2895.0,37,0.65,8635.8,Delhi-HR,Medium
517,518,66.0,37327.0,0.0,Marketing,Mumbai,2.44,15323.0,51,0.3,3732.7,Mumbai-Marketing,Low
518,519,47.0,67057.0,,IT,Delhi,2.63,12352.0,59,0.46,6705.7,Delhi-IT,Medium
519,520,63.0,26150.0,21.0,Sales,Bangalore,3.72,44643.0,31,0.28,2615.0,Bangalore-Sales,Low
520,521,69.0,24425.0,20.0,Marketing,Delhi,1.23,49737.0,36,0.37,2442.5,Delhi-Marketing,Low
521,522,22.0,143654.0,21.0,IT,Pune,1.14,38591.0,33,0.16,14365.4,Pune-IT,High
522,523,29.0,36032.0,27.0,Finance,Ahmedabad,2.57,30890.0,47,0.89,3603.2,Ahmedabad-Finance,Low
523,524,,,8.0,HR,Bangalore,,32016.0,57,0.01,,Bangalore-HR,
524,525,43.0,80500.0,25.0,HR,Bangalore,1.77,11962.0,35,0.88,8050.0,Bangalore-HR,Medium
525,526,,73394.0,8.0,HR,Pune,3.57,33302.0,56,0.57,7339.4,Pune-HR,Medium
526,527,65.0,,14.0,Finance,Delhi,2.04,19846.0,38,0.33,,Delhi-Finance,
527,528,38.0,56220.0,9.0,IT,Ahmedabad,4.54,4011.0,56,0.72,5622.0,Ahmedabad-IT,Medium
528,529,56.0,61874.0,23.0,Finance,Delhi,4.58,19782.0,38,0.51,6187.4,Delhi-Finance,Medium
529,530,,33859.0,7.0,HR,Mumbai,2.19,2155.0,43,0.5,3385.9,Mumbai-HR,Low
530,531,50.0,70460.0,23.0,Marketing,Delhi,1.92,39725.0,37,0.11,7046.0,Delhi-Marketing,Medium
531,532,47.0,51419.0,15.0,Sales,Bangalore,2.65,9196.0,48,0.39,5141.9,Bangalore-Sales,Medium
532,533,54.0,138865.0,25.0,Finance,Ahmedabad,1.96,43459.0,32,0.24,13886.5,Ahmedabad-Finance,High
533,534,40.0,28705.0,26.0,Finance,Delhi,3.69,,47,0.02,2870.5,Delhi-Finance,Low
534,535,27.0,62880.0,,IT,Ahmedabad,4.3,13327.0,34,0.36,6288.0,Ahmedabad-IT,Medium
535,536,,149838.0,,IT,Ahmedabad,3.69,35474.0,43,0.09,14983.8,Ahmedabad-IT,High
536,537,53.0,43236.0,23.0,Finance,Mumbai,4.3,32769.0,57,0.26,4323.6,Mumbai-Finance,Low
537,538,51.0,107955.0,18.0,HR,Mumbai,2.59,41993.0,59,0.09,10795.5,Mumbai-HR,High
538,539,69.0,,35.0,Sales,Bangalore,1.63,24700.0,33,0.1,,Bangalore-Sales,
539,540,48.0,,38.0,IT,Pune,3.95,14820.0,36,0.2,,Pune-IT,
540,541,27.0,35358.0,9.0,HR,Ahmedabad,2.44,10891.0,49,1.0,3535.8,Ahmedabad-HR,Low
541,542,36.0,119713.0,24.0,Marketing,Pune,3.69,34629.0,54,0.0,11971.3,Pune-Marketing,High
542,543,49.0,114914.0,,IT,Bangalore,2.08,5269.0,57,0.64,11491.4,Bangalore-IT,High
543,544,18.0,122870.0,18.0,HR,Ahmedabad,1.32,43880.0,41,0.14,12287.0,Ahmedabad-HR,High
544,545,22.0,96918.0,35.0,HR,Ahmedabad,4.97,48467.0,31,0.92,9691.8,Ahmedabad-HR,Medium
545,546,62.0,139179.0,9.0,Sales,Pune,1.62,8320.0,40,0.09,13917.9,Pune-Sales,High
546,547,21.0,136243.0,32.0,Sales,Delhi,4.95,49589.0,43,0.96,13624.3,Delhi-Sales,High
547,548,33.0,34596.0,,Marketing,Mumbai,4.91,10740.0,51,0.61,3459.6,Mumbai-Marketing,Low
548,549,41.0,53572.0,,HR,Delhi,4.18,35897.0,52,0.0,5357.2,Delhi-HR,Medium
549,550,33.0,98757.0,33.0,HR,Pune,3.64,30930.0,45,0.89,9875.7,Pune-HR,Medium
550,551,19.0,21279.0,32.0,Sales,Mumbai,3.31,17285.0,49,0.52,2127.9,Mumbai-Sales,Low
551,552,66.0,83197.0,20.0,IT,Delhi,4.46,14380.0,58,0.26,8319.7,Delhi-IT,Medium
552,553,45.0,131496.0,16.0,IT,Mumbai,2.16,11360.0,35,0.77,13149.6,Mumbai-IT,High
553,554,49.0,,21.0,Finance,Ahmedabad,2.87,5398.0,52,0.93,,Ahmedabad-Finance,
554,555,44.0,27083.0,36.0,Sales,Delhi,3.48,,33,0.48,2708.3,Delhi-Sales,Low
555,556,,140674.0,14.0,Finance,Mumbai,2.64,29062.0,44,0.32,14067.4,Mumbai-Finance,High
556,557,41.0,140307.0,34.0,Sales,Mumbai,2.71,36686.0,53,0.79,14030.7,Mumbai-Sales,High
557,558,29.0,146457.0,27.0,Marketing,Mumbai,2.32,17451.0,54,0.68,14645.7,Mumbai-Marketing,High
558,559,67.0,,6.0,HR,Delhi,3.26,49178.0,30,0.89,,Delhi-HR,
559,560,52.0,37771.0,31.0,Marketing,Bangalore,4.4,6937.0,36,0.69,3777.1,Bangalore-Marketing,Low
560,561,50.0,49975.0,10.0,Sales,Delhi,1.81,,54,0.24,4997.5,Delhi-Sales,Low
561,562,,65648.0,9.0,HR,Pune,4.74,49699.0,41,0.93,6564.8,Pune-HR,Medium
562,563,68.0,145641.0,8.0,IT,Delhi,3.76,10860.0,39,0.1,14564.1,Delhi-IT,High
563,564,60.0,68285.0,13.0,IT,Mumbai,4.29,25142.0,34,0.27,6828.5,Mumbai-IT,Medium
564,565,54.0,,12.0,Finance,Ahmedabad,3.22,25279.0,41,0.52,,Ahmedabad-Finance,
565,566,29.0,87642.0,24.0,Sales,Delhi,4.12,38106.0,47,0.57,8764.2,Delhi-Sales,Medium
566,567,,110093.0,1.0,Sales,Delhi,1.06,45240.0,39,0.02,11009.3,Delhi-Sales,High
567,568,18.0,,34.0,IT,Mumbai,4.27,35908.0,35,0.78,,Mumbai-IT,
568,569,50.0,106143.0,6.0,Marketing,Ahmedabad,1.16,40764.0,57,0.36,10614.3,Ahmedabad-Marketing,High
569,570,57.0,57599.0,20.0,HR,Ahmedabad,4.56,48257.0,41,0.41,5759.9,Ahmedabad-HR,Medium
570,571,27.0,71920.0,17.0,Marketing,Pune,4.97,14201.0,36,0.81,7192.0,Pune-Marketing,Medium
571,572,60.0,48529.0,2.0,Marketing,Delhi,2.18,40544.0,47,0.38,4852.9,Delhi-Marketing,Low
572,573,61.0,55954.0,38.0,IT,Ahmedabad,1.84,37711.0,31,0.05,5595.4,Ahmedabad-IT,Medium
573,574,46.0,47856.0,10.0,IT,Ahmedabad,4.06,45654.0,39,0.18,4785.6,Ahmedabad-IT,Low
574,575,30.0,22573.0,38.0,IT,Bangalore,2.01,8997.0,44,0.96,2257.3,Bangalore-IT,Low
575,576,,98344.0,23.0,Finance,Bangalore,4.46,40566.0,59,0.07,9834.4,Bangalore-Finance,Medium
576,577,48.0,,18.0,Marketing,Ahmedabad,1.41,20175.0,41,0.35,,Ahmedabad-Marketing,
577,578,63.0,122337.0,3.0,Sales,Pune,1.5,,55,0.5,12233.7,Pune-Sales,High
578,579,19.0,126732.0,25.0,HR,Ahmedabad,4.92,3225.0,46,0.49,12673.2,Ahmedabad-HR,High
579,580,68.0,119608.0,37.0,Finance,Mumbai,3.7,44578.0,33,0.0,11960.8,Mumbai-Finance,High
580,581,67.0,80774.0,31.0,Sales,Delhi,4.39,47682.0,36,0.5,8077.4,Delhi-Sales,Medium
581,582,52.0,43752.0,38.0,Marketing,Pune,2.3,35228.0,59,0.38,4375.2,Pune-Marketing,Low
582,583,40.0,75029.0,35.0,IT,Mumbai,,41505.0,38,0.97,7502.9,Mumbai-IT,Medium
583,584,34.0,,39.0,Marketing,Pune,3.38,46688.0,48,0.16,,Pune-Marketing,
584,585,43.0,71693.0,36.0,HR,Mumbai,3.41,23110.0,57,0.35,7169.3,Mumbai-HR,Medium
585,586,25.0,136739.0,32.0,Finance,Delhi,3.73,10754.0,56,0.42,13673.9,Delhi-Finance,High
586,587,46.0,75961.0,35.0,Finance,Delhi,3.3,26655.0,52,0.39,7596.1,Delhi-Finance,Medium
587,588,43.0,126937.0,2.0,HR,Bangalore,2.72,43601.0,36,0.67,12693.7,Bangalore-HR,High
588,589,27.0,144956.0,8.0,Sales,Mumbai,2.1,3114.0,52,0.22,14495.6,Mumbai-Sales,High
589,590,43.0,96908.0,7.0,Sales,Bangalore,4.07,26502.0,31,0.22,9690.8,Bangalore-Sales,Medium
590,591,51.0,145537.0,,Finance,Mumbai,1.91,49768.0,35,0.73,14553.7,Mumbai-Finance,High
591,592,68.0,146678.0,5.0,Finance,Bangalore,3.77,48128.0,47,0.5,14667.8,Bangalore-Finance,High
592,593,58.0,94532.0,38.0,IT,Delhi,1.93,20028.0,35,0.42,9453.2,Delhi-IT,Medium
593,594,24.0,101994.0,3.0,Sales,Pune,3.5,17587.0,42,0.17,10199.4,Pune-Sales,High
594,595,21.0,,12.0,HR,Bangalore,3.99,42719.0,55,0.19,,Bangalore-HR,
595,596,67.0,117425.0,1.0,Sales,Mumbai,1.87,35333.0,48,0.01,11742.5,Mumbai-Sales,High
596,597,62.0,145055.0,4.0,IT,Mumbai,1.24,3174.0,59,0.09,14505.5,Mumbai-IT,High
597,598,28.0,81268.0,,Finance,Delhi,1.52,35398.0,31,0.56,8126.8,Delhi-Finance,Medium
598,599,46.0,112201.0,31.0,Finance,Mumbai,3.42,35929.0,41,0.89,11220.1,Mumbai-Finance,High
599,600,53.0,58243.0,20.0,IT,Ahmedabad,4.4,4321.0,44,0.29,5824.3,Ahmedabad-IT,Medium
600,601,42.0,77384.0,7.0,HR,Pune,1.18,30435.0,43,0.33,7738.4,Pune-HR,Medium
601,602,38.0,,37.0,Finance,Bangalore,3.94,45972.0,35,0.12,,Bangalore-Finance,
602,603,53.0,46657.0,7.0,Marketing,Pune,2.37,7099.0,47,0.39,4665.7,Pune-Marketing,Low
603,604,27.0,59952.0,2.0,Finance,Delhi,2.91,23760.0,34,0.04,5995.2,Delhi-Finance,Medium
604,605,54.0,42180.0,2.0,Marketing,Bangalore,4.72,11360.0,47,0.92,4218.0,Bangalore-Marketing,Low
605,606,26.0,117432.0,21.0,IT,Bangalore,2.33,10313.0,32,0.67,11743.2,Bangalore-IT,High
606,607,41.0,141829.0,5.0,IT,Ahmedabad,2.86,46270.0,32,0.99,14182.9,Ahmedabad-IT,High
607,608,52.0,148377.0,1.0,Finance,Delhi,,20462.0,51,0.88,14837.7,Delhi-Finance,High
608,609,66.0,98411.0,22.0,Sales,Mumbai,1.33,,51,0.47,9841.1,Mumbai-Sales,Medium
609,610,,21622.0,,Marketing,Ahmedabad,2.03,14130.0,39,0.52,2162.2,Ahmedabad-Marketing,Low
610,611,65.0,68756.0,37.0,HR,Ahmedabad,1.11,14271.0,48,0.19,6875.6,Ahmedabad-HR,Medium
611,612,53.0,,16.0,Finance,Pune,3.53,16075.0,32,0.46,,Pune-Finance,
612,613,35.0,36725.0,34.0,HR,Pune,2.71,,58,0.9,3672.5,Pune-HR,Low
613,614,,81396.0,33.0,Finance,Pune,3.19,41679.0,41,0.05,8139.6,Pune-Finance,Medium
614,615,56.0,71226.0,22.0,Sales,Ahmedabad,,18984.0,58,0.86,7122.6,Ahmedabad-Sales,Medium
615,616,49.0,126296.0,29.0,Sales,Mumbai,2.18,22559.0,45,0.34,12629.6,Mumbai-Sales,High
616,617,41.0,101182.0,7.0,Sales,Bangalore,3.66,,46,0.9,10118.2,Bangalore-Sales,High
617,618,40.0,102565.0,21.0,Sales,Pune,4.86,33434.0,36,0.94,10256.5,Pune-Sales,High
618,619,49.0,49402.0,35.0,IT,Mumbai,1.2,16667.0,42,0.67,4940.2,Mumbai-IT,Low
619,620,54.0,24263.0,4.0,IT,Delhi,4.56,5840.0,53,0.66,2426.3,Delhi-IT,Low
620,621,29.0,143489.0,12.0,Marketing,Pune,3.31,3565.0,31,0.45,14348.9,Pune-Marketing,High
621,622,66.0,116523.0,28.0,HR,Bangalore,3.26,43194.0,33,0.84,11652.3,Bangalore-HR,High
622,623,30.0,66828.0,30.0,Finance,Delhi,3.0,20977.0,39,0.96,6682.8,Delhi-Finance,Medium
623,624,40.0,140824.0,15.0,Finance,Delhi,1.28,21118.0,36,0.78,14082.4,Delhi-Finance,High
624,625,,67924.0,29.0,IT,Bangalore,1.36,22641.0,53,0.62,6792.4,Bangalore-IT,Medium
625,626,52.0,94182.0,15.0,Finance,Pune,3.4,7366.0,46,0.61,9418.2,Pune-Finance,Medium
626,627,58.0,113065.0,11.0,IT,Ahmedabad,2.36,,49,0.85,11306.5,Ahmedabad-IT,High
627,628,47.0,79052.0,16.0,Marketing,Bangalore,4.67,15630.0,35,0.54,7905.2,Bangalore-Marketing,Medium
628,629,34.0,31664.0,15.0,HR,Bangalore,2.63,20056.0,48,0.8,3166.4,Bangalore-HR,Low
629,630,66.0,55737.0,11.0,Marketing,Bangalore,1.57,7382.0,34,0.51,5573.7,Bangalore-Marketing,Medium
630,631,37.0,,7.0,Sales,Delhi,,,39,0.06,,Delhi-Sales,
631,632,,109563.0,19.0,Sales,Mumbai,2.17,48639.0,38,0.38,10956.3,Mumbai-Sales,High
632,633,42.0,49373.0,2.0,Sales,Ahmedabad,3.1,,56,0.44,4937.3,Ahmedabad-Sales,Low
633,634,39.0,137369.0,15.0,Marketing,Pune,3.79,992.0,42,0.14,13736.9,Pune-Marketing,High
634,635,30.0,56397.0,29.0,Finance,Pune,4.6,6858.0,48,0.1,5639.7,Pune-Finance,Medium
635,636,36.0,148575.0,22.0,HR,Mumbai,4.17,2121.0,50,0.54,14857.5,Mumbai-HR,High
636,637,66.0,106145.0,27.0,Sales,Bangalore,3.71,27160.0,53,0.09,10614.5,Bangalore-Sales,High
637,638,53.0,121371.0,39.0,Sales,Ahmedabad,,45156.0,35,0.3,12137.1,Ahmedabad-Sales,High
638,639,29.0,58709.0,4.0,Sales,Pune,4.78,20906.0,33,0.74,5870.9,Pune-Sales,Medium
639,640,58.0,136074.0,19.0,HR,Pune,2.18,19572.0,53,0.96,13607.4,Pune-HR,High
640,641,36.0,81120.0,39.0,Sales,Bangalore,1.0,4136.0,56,0.72,8112.0,Bangalore-Sales,Medium
641,642,29.0,39250.0,0.0,HR,Mumbai,2.09,16727.0,32,0.99,3925.0,Mumbai-HR,Low
642,643,26.0,41172.0,29.0,Sales,Ahmedabad,1.87,32167.0,32,0.7,4117.2,Ahmedabad-Sales,Low
643,644,24.0,31555.0,20.0,Marketing,Mumbai,3.65,45421.0,33,0.29,3155.5,Mumbai-Marketing,Low
644,645,45.0,107410.0,19.0,Marketing,Mumbai,3.53,15479.0,54,0.67,10741.0,Mumbai-Marketing,High
645,646,31.0,98617.0,5.0,HR,Ahmedabad,3.37,31376.0,34,0.7,9861.7,Ahmedabad-HR,Medium
646,647,,73276.0,21.0,Marketing,Ahmedabad,1.06,4823.0,37,0.37,7327.6,Ahmedabad-Marketing,Medium
647,648,69.0,77492.0,17.0,HR,Pune,3.92,4920.0,45,0.02,7749.2,Pune-HR,Medium
648,649,36.0,73002.0,7.0,Marketing,Pune,2.29,19585.0,51,0.7,7300.2,Pune-Marketing,Medium
649,650,,140103.0,38.0,Marketing,Ahmedabad,3.66,38239.0,32,0.02,14010.3,Ahmedabad-Marketing,High
650,651,33.0,144938.0,31.0,HR,Delhi,3.23,17272.0,53,0.63,14493.8,Delhi-HR,High
651,652,22.0,,32.0,Finance,Pune,2.37,26619.0,41,0.16,,Pune-Finance,
652,653,52.0,92355.0,15.0,Marketing,Delhi,1.54,9533.0,54,0.57,9235.5,Delhi-Marketing,Medium
653,654,29.0,,,Sales,Ahmedabad,1.38,39895.0,37,0.5,,Ahmedabad-Sales,
654,655,,44762.0,37.0,Finance,Pune,4.33,3720.0,42,0.01,4476.2,Pune-Finance,Low
655,656,69.0,31046.0,33.0,HR,Mumbai,4.67,,33,0.36,3104.6,Mumbai-HR,Low
656,657,38.0,116999.0,13.0,Finance,Ahmedabad,3.6,15696.0,43,0.6,11699.9,Ahmedabad-Finance,High
657,658,,144130.0,35.0,IT,Bangalore,1.41,,43,0.85,14413.0,Bangalore-IT,High
658,659,40.0,136021.0,,IT,Delhi,2.61,23345.0,42,0.89,13602.1,Delhi-IT,High
659,660,33.0,48769.0,22.0,Marketing,Ahmedabad,3.92,,56,0.48,4876.9,Ahmedabad-Marketing,Low
660,661,56.0,73302.0,1.0,Marketing,Ahmedabad,4.12,19385.0,35,0.73,7330.2,Ahmedabad-Marketing,Medium
661,662,62.0,43150.0,20.0,Sales,Pune,1.47,18122.0,46,0.32,4315.0,Pune-Sales,Low
662,663,,88247.0,1.0,Finance,Pune,1.0,1364.0,33,0.34,8824.7,Pune-Finance,Medium
663,664,56.0,24853.0,26.0,IT,Pune,3.85,2708.0,37,0.19,2485.3,Pune-IT,Low
664,665,,114613.0,8.0,Marketing,Bangalore,2.43,12982.0,46,0.56,11461.3,Bangalore-Marketing,High
665,666,48.0,140900.0,0.0,Finance,Pune,2.02,17308.0,32,0.31,14090.0,Pune-Finance,High
666,667,22.0,109399.0,10.0,Marketing,Ahmedabad,1.05,32919.0,46,0.08,10939.9,Ahmedabad-Marketing,High
667,668,52.0,41792.0,2.0,Marketing,Pune,3.16,,38,0.69,4179.2,Pune-Marketing,Low
668,669,40.0,79129.0,22.0,IT,Mumbai,4.4,35089.0,31,0.71,7912.9,Mumbai-IT,Medium
669,670,46.0,126019.0,25.0,IT,Pune,4.83,13865.0,54,0.36,12601.9,Pune-IT,High
670,671,60.0,94478.0,3.0,Marketing,Bangalore,3.26,495.0,42,0.08,9447.8,Bangalore-Marketing,Medium
671,672,28.0,133811.0,17.0,HR,Mumbai,3.06,44755.0,49,0.43,13381.1,Mumbai-HR,High
672,673,35.0,134130.0,5.0,Marketing,Ahmedabad,1.34,2148.0,31,0.44,13413.0,Ahmedabad-Marketing,High
673,674,64.0,,34.0,Marketing,Ahmedabad,,33324.0,49,0.67,,Ahmedabad-Marketing,
674,675,,51987.0,21.0,Sales,Delhi,2.52,13393.0,57,0.32,5198.7,Delhi-Sales,Medium
675,676,,35850.0,14.0,Sales,Mumbai,3.43,1552.0,40,0.68,3585.0,Mumbai-Sales,Low
676,677,27.0,32112.0,21.0,Sales,Delhi,,35853.0,56,0.87,3211.2,Delhi-Sales,Low
677,678,61.0,141789.0,36.0,HR,Mumbai,1.96,32924.0,55,0.24,14178.9,Mumbai-HR,High
678,679,34.0,44058.0,11.0,HR,Mumbai,1.38,8926.0,51,0.98,4405.8,Mumbai-HR,Low
679,680,55.0,65420.0,37.0,Marketing,Bangalore,2.26,,44,0.39,6542.0,Bangalore-Marketing,Medium
680,681,24.0,,17.0,Sales,Delhi,1.39,23889.0,40,0.27,,Delhi-Sales,
681,682,63.0,86017.0,34.0,HR,Bangalore,1.71,39930.0,52,0.42,8601.7,Bangalore-HR,Medium
682,683,30.0,67304.0,29.0,IT,Mumbai,4.95,8055.0,32,0.09,6730.4,Mumbai-IT,Medium
683,684,,52921.0,23.0,Marketing,Ahmedabad,2.78,4654.0,32,0.13,5292.1,Ahmedabad-Marketing,Medium
684,685,59.0,125921.0,29.0,Finance,Mumbai,3.13,22634.0,57,0.41,12592.1,Mumbai-Finance,High
685,686,26.0,21524.0,13.0,Marketing,Bangalore,,32363.0,55,0.76,2152.4,Bangalore-Marketing,Low
686,687,67.0,120424.0,5.0,Finance,Delhi,4.98,11468.0,41,0.9,12042.4,Delhi-Finance,High
687,688,44.0,35048.0,,Sales,Delhi,3.33,32922.0,53,0.66,3504.8,Delhi-Sales,Low
688,689,,55111.0,15.0,Finance,Bangalore,4.25,40718.0,34,0.11,5511.1,Bangalore-Finance,Medium
689,690,22.0,,6.0,Sales,Delhi,,48091.0,49,0.67,,Delhi-Sales,
690,691,46.0,74912.0,13.0,IT,Pune,2.22,17380.0,36,0.64,7491.2,Pune-IT,Medium
691,692,,54008.0,8.0,Finance,Ahmedabad,2.61,,36,0.81,5400.8,Ahmedabad-Finance,Medium
692,693,,20060.0,,Marketing,Ahmedabad,3.69,37394.0,42,0.83,2006.0,Ahmedabad-Marketing,Low
693,694,36.0,,,Sales,Ahmedabad,3.73,14259.0,38,0.87,,Ahmedabad-Sales,
694,695,25.0,,34.0,Marketing,Delhi,,14873.0,54,0.41,,Delhi-Marketing,
695,696,,75337.0,1.0,HR,Delhi,1.53,13016.0,50,0.7,7533.7,Delhi-HR,Medium
696,697,62.0,,26.0,Sales,Mumbai,3.53,42137.0,42,0.27,,Mumbai-Sales,
697,698,18.0,33350.0,1.0,Finance,Mumbai,1.51,,41,1.0,3335.0,Mumbai-Finance,Low
698,699,39.0,44354.0,34.0,Sales,Ahmedabad,3.31,7853.0,42,0.18,4435.4,Ahmedabad-Sales,Low
699,700,69.0,65186.0,17.0,Marketing,Pune,3.77,12379.0,53,0.01,6518.6,Pune-Marketing,Medium
700,701,34.0,48145.0,,IT,Mumbai,3.8,15792.0,39,0.15,4814.5,Mumbai-IT,Low
701,702,24.0,54020.0,19.0,Sales,Mumbai,4.01,38367.0,30,0.78,5402.0,Mumbai-Sales,Medium
702,703,42.0,106123.0,17.0,Finance,Delhi,4.49,18100.0,54,0.45,10612.3,Delhi-Finance,High
703,704,62.0,126667.0,9.0,HR,Pune,3.0,47553.0,37,0.45,12666.7,Pune-HR,High
704,705,21.0,95186.0,24.0,IT,Ahmedabad,3.92,11049.0,51,0.96,9518.6,Ahmedabad-IT,Medium
705,706,53.0,105469.0,1.0,HR,Mumbai,3.48,786.0,45,0.92,10546.9,Mumbai-HR,High
706,707,23.0,40581.0,,Sales,Pune,1.75,4368.0,42,0.31,4058.1,Pune-Sales,Low
707,708,48.0,108929.0,32.0,Marketing,Pune,1.1,30699.0,32,0.21,10892.9,Pune-Marketing,High
708,709,36.0,,35.0,Marketing,Ahmedabad,2.14,47691.0,32,0.85,,Ahmedabad-Marketing,
709,710,61.0,71474.0,30.0,Finance,Pune,2.77,37040.0,53,0.91,7147.4,Pune-Finance,Medium
710,711,56.0,,13.0,Marketing,Pune,3.47,27454.0,34,0.54,,Pune-Marketing,
711,712,44.0,145995.0,0.0,IT,Pune,4.4,38762.0,55,0.63,14599.5,Pune-IT,High
712,713,27.0,134618.0,,Marketing,Mumbai,,23600.0,40,0.26,13461.8,Mumbai-Marketing,High
713,714,43.0,89626.0,,Finance,Ahmedabad,1.5,29238.0,59,0.8,8962.6,Ahmedabad-Finance,Medium
714,715,36.0,,34.0,Sales,Pune,4.85,25241.0,36,0.63,,Pune-Sales,
715,716,56.0,,,Sales,Pune,1.43,19810.0,50,0.5,,Pune-Sales,
716,717,20.0,41520.0,24.0,Marketing,Mumbai,2.91,,53,0.06,4152.0,Mumbai-Marketing,Low
717,718,62.0,69481.0,12.0,HR,Ahmedabad,3.34,21811.0,39,0.92,6948.1,Ahmedabad-HR,Medium
718,719,30.0,,,Sales,Delhi,,39779.0,39,0.62,,Delhi-Sales,
719,720,67.0,114006.0,7.0,Marketing,Mumbai,1.34,20085.0,49,0.19,11400.6,Mumbai-Marketing,High
720,721,45.0,148496.0,20.0,Finance,Ahmedabad,1.23,46854.0,31,0.61,14849.6,Ahmedabad-Finance,High
721,722,37.0,77134.0,33.0,Marketing,Pune,1.42,9261.0,32,0.68,7713.4,Pune-Marketing,Medium
722,723,45.0,,3.0,Sales,Ahmedabad,3.34,18733.0,37,0.53,,Ahmedabad-Sales,
723,724,25.0,21341.0,24.0,Finance,Ahmedabad,3.18,39779.0,40,0.72,2134.1,Ahmedabad-Finance,Low
724,725,58.0,64623.0,14.0,Marketing,Ahmedabad,1.93,29079.0,42,0.58,6462.3,Ahmedabad-Marketing,Medium
725,726,56.0,110327.0,3.0,IT,Delhi,3.55,33980.0,36,0.95,11032.7,Delhi-IT,High
726,727,18.0,20338.0,11.0,Finance,Ahmedabad,4.28,14141.0,42,0.05,2033.8,Ahmedabad-Finance,Low
727,728,20.0,91431.0,31.0,IT,Delhi,1.17,9344.0,31,0.11,9143.1,Delhi-IT,Medium
728,729,30.0,32254.0,31.0,HR,Pune,2.99,39472.0,35,0.17,3225.4,Pune-HR,Low
729,730,45.0,71860.0,27.0,Finance,Delhi,3.76,,38,0.69,7186.0,Delhi-Finance,Medium
730,731,66.0,31344.0,,IT,Pune,2.01,23817.0,49,0.65,3134.4,Pune-IT,Low
